Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
TDAD09B238;01/02/2024;12411,93;123,00;10/2017;Mercado;Dívida Interna
TDAJ11IC15;01/09/2018;278399,99;2809,00;10/2017;Mercado;Dívida Interna
TDAJ11IC17;01/09/2020;283837,82;2863,00;10/2017;Mercado;Dívida Interna
TDAJ11LA16;01/12/2019;482123,32;4844,00;10/2017;Mercado;Dívida Interna
NTN-I 150427;15/04/2027;343230,27;133943,00;10/2017;Mercado;Dívida Interna
NTN-P 010121-010105;01/01/2021;170726,03;68713,00;10/2017;Banco Central;Dívida Interna
NTN-B 150822;15/08/2022;34747181425,50;11100000,00;10/2017;Banco Central;Dívida Interna
NTN-B 150830;15/08/2030;22165270842,77;7415000,00;10/2017;Banco Central;Dívida Interna
TDA33050200;01/05/2033;130806,40;1312,00;10/2017;Mercado;Dívida Interna
HCFIBB0134;01/01/2034;4544175,79;1683255,00;11/2017;Mercado;Dívida Interna
HSTN A798;15/06/2018;8797562,22;318,00;11/2017;Mercado;Dívida Interna
HSTN  A794;15/02/2018;9374316,15;339,00;11/2017;Mercado;Dívida Interna
HSTN  A795;15/03/2018;9212538,24;333,00;11/2017;Mercado;Dívida Interna
TDAD05I411;01/09/2018;24319,56;246,00;11/2017;Mercado;Dívida Interna
TDAD05I413;01/09/2020;24322,02;246,00;11/2017;Mercado;Dívida Interna
TDAD05J338;01/10/2021;89864,76;908,00;11/2017;Mercado;Dívida Interna
TDAD05K338;01/11/2021;232598,74;2354,00;11/2017;Mercado;Dívida Interna
NTN-I 150933;15/09/2033;124890,00;88005,00;09/2017;Mercado;Dívida Interna
CVSC970101;01/01/2027;342537096,84;244228,00;09/2017;Mercado;Dívida Interna
TDAD07K237;01/11/2021;1439738,00;14200,00;09/2017;Mercado;Dívida Interna
TDAD07K335;01/11/2020;955279,50;9510,00;09/2017;Mercado;Dívida Interna
TDAD07K339;01/11/2024;955469,70;9510,00;09/2017;Mercado;Dívida Interna
TDAD07L235;01/12/2019;1860709,12;18401,00;09/2017;Mercado;Dívida Interna
TDAD07L238;01/12/2022;1851834,96;18306,00;09/2017;Mercado;Dívida Interna
TDAD07L332;01/12/2017;1184088,43;11809,00;09/2017;Mercado;Dívida Interna
TDAE090638;01/06/2019;2782317,46;27638,00;09/2017;Mercado;Dívida Interna
TDAE100337;01/03/2019;1249540,32;12236,00;09/2017;Mercado;Dívida Interna
TDAE100338;01/03/2020;1251746,10;12254,00;09/2017;Mercado;Dívida Interna
TDAE100351;01/03/2018;202523,79;1983,00;09/2017;Mercado;Dívida Interna
TDAE100366;01/03/2018;101210,83;991,00;09/2017;Mercado;Dívida Interna
TDAE100437;01/04/2019;1240089,28;12196,00;09/2017;Mercado;Dívida Interna
TDAE110554;01/05/2022;1136801,82;11231,00;09/2017;Mercado;Dívida Interna
NTN-I 150226;15/02/2026;781090,77;287235,00;09/2017;Mercado;Dívida Interna
NTN-I 150227;15/02/2027;374165,74;149259,00;09/2017;Mercado;Dívida Interna
NTN-I 150827;15/08/2027;234734,31;97712,00;09/2017;Mercado;Dívida Interna
NTN-I 150828;15/08/2028;70161,13;31779,00;09/2017;Mercado;Dívida Interna
TDA19070600;01/07/2019;14994608,46;149602,00;09/2017;Mercado;Dívida Interna
TDA30100200;01/10/2030;580377,16;5764,00;09/2017;Mercado;Dívida Interna
TDAD04C414;01/03/2020;86887,50;875,00;10/2017;Mercado;Dívida Interna
TDAD04F337;01/06/2019;34715,03;349,00;10/2017;Mercado;Dívida Interna
TDAD04F339;01/06/2021;34718,52;349,00;10/2017;Mercado;Dívida Interna
TDAD04F418;01/06/2024;1466880,48;14808,00;10/2017;Mercado;Dívida Interna
TDAD09C336;01/03/2023;247975,20;2480,00;10/2017;Mercado;Dívida Interna
TDAD09C340;01/03/2027;280628,06;2806,00;10/2017;Mercado;Dívida Interna
TDAD09F236;01/06/2022;909480,73;9103,00;10/2017;Mercado;Dívida Interna
TDAD09H233;01/08/2019;46121,60;464,00;10/2017;Mercado;Dívida Interna
NTN-I 150135;15/01/2035;74753,76;57127,00;10/2017;Mercado;Dívida Interna
NTN-F 010119;01/01/2019;11419498008,54;11168201,00;10/2017;Mercado;Dívida Interna
TDAD12L332;01/12/2022;4064915,73;40459,00;10/2017;Mercado;Dívida Interna
TDAD12L334;01/12/2024;4064915,73;40459,00;10/2017;Mercado;Dívida Interna
ECTN 0209;01/09/2022;50482750,50;29575,00;02/2018;Mercado;Dívida Interna
NTN-I 150318;15/03/2018;45455097,68;8380000,00;02/2018;Mercado;Dívida Interna
NTN-I 150321;15/03/2021;15415719,55;3562386,00;02/2018;Mercado;Dívida Interna
NTN-I 150419;15/04/2019;41663643,50;8319612,00;02/2018;Mercado;Dívida Interna
NTN-I 150523;15/05/2023;7023474,22;1925238,00;02/2018;Mercado;Dívida Interna
NTN-I 150524;15/05/2024;4076766,93;1211219,00;02/2018;Mercado;Dívida Interna
NTN-I 150525;15/05/2025;2552288,06;823088,00;02/2018;Mercado;Dívida Interna
TDAD07C235;01/03/2019;429234,82;4226,00;02/2018;Mercado;Dívida Interna
TDAD07C238;01/03/2022;543356,80;5348,00;02/2018;Mercado;Dívida Interna
TDAD07D411;01/04/2020;796,16;8,00;02/2018;Mercado;Dívida Interna
TDAD07D416;01/04/2025;796,32;8,00;02/2018;Mercado;Dívida Interna
TDAD07E234;01/05/2018;717091,65;7095,00;02/2018;Mercado;Dívida Interna
TDAD07E333;01/05/2018;24761,75;247,00;02/2018;Mercado;Dívida Interna
TDAD07F236;01/06/2020;2076598,12;20593,00;02/2018;Mercado;Dívida Interna
TDAD07F336;01/06/2021;1004703,96;10036,00;02/2018;Mercado;Dívida Interna
TDAE070858;01/08/2022;41436,36;406,00;02/2018;Mercado;Dívida Interna
TDAE070958;01/09/2022;564405,27;5559,00;02/2018;Mercado;Dívida Interna
TDAE070975;01/09/2024;1222515,30;12035,00;02/2018;Mercado;Dívida Interna
TDAE071274;01/12/2023;3296622,30;32930,00;02/2018;Mercado;Dívida Interna
TDAE071269;01/12/2018;2954890,86;29543,00;02/2018;Mercado;Dívida Interna
TDAE080538;01/05/2018;45643,50;441,00;02/2018;Mercado;Dívida Interna
TDAE080838;01/08/2018;543655,38;5331,00;02/2018;Mercado;Dívida Interna
TDAE090354;01/03/2020;3220981,94;30811,00;02/2018;Mercado;Dívida Interna
TDA27100200;01/10/2027;573287,44;5764,00;02/2018;Mercado;Dívida Interna
TDA19030100;01/03/2019;1915507,20;19232,00;02/2018;Mercado;Dívida Interna
TDA26110300;01/11/2026;529579,92;5316,00;02/2018;Mercado;Dívida Interna
LTN 010121;01/01/2021;561680906,08;832125,56;02/2018;Mercado;Dívida Interna
LTN 010719;01/07/2019;62924391590,33;75881483,00;02/2018;Banco Central;Dívida Interna
TDA19050600;01/05/2019;4236960,34;40921,00;02/2018;Mercado;Dívida Interna
TDAD04G417;01/07/2023;153824,76;1548,00;03/2018;Mercado;Dívida Interna
TDAD04H416;01/08/2022;2648294,00;26675,00;03/2018;Mercado;Dívida Interna
TDAD04H418;01/08/2024;2541583,50;25595,00;03/2018;Mercado;Dívida Interna
TDAD04I417;01/09/2023;2777,60;28,00;03/2018;Mercado;Dívida Interna
TDAD09J235;01/10/2021;15715,70;157,00;03/2018;Mercado;Dívida Interna
TDAD09K234;01/11/2020;286041,60;2865,00;03/2018;Mercado;Dívida Interna
TDAD09K235;01/11/2021;282104,50;2825,00;03/2018;Mercado;Dívida Interna
TDAD09K238;01/11/2024;288795,12;2892,00;03/2018;Mercado;Dívida Interna
TDAD09K332;01/11/2019;279696,59;2813,00;03/2018;Mercado;Dívida Interna
TDAD10A233;01/01/2020;12318,16;124,00;03/2018;Mercado;Dívida Interna
TDAD10A237;01/01/2024;11431,00;115,00;03/2018;Mercado;Dívida Interna
TDAD10B238;01/02/2025;6344,32;64,00;03/2018;Mercado;Dívida Interna
TDAD10C331;01/03/2019;105398,26;1067,00;03/2018;Mercado;Dívida Interna
TDAD13F232;01/06/2022;396087,04;3917,00;03/2018;Mercado;Dívida Interna
TDAD13F233;01/06/2023;396025,08;3916,00;03/2018;Mercado;Dívida Interna
TDAD13G233;01/07/2023;33189,52;329,00;03/2018;Mercado;Dívida Interna
TDAD12I236;01/09/2025;184617,21;1839,00;03/2018;Mercado;Dívida Interna
TDAD12I238;01/09/2027;184918,38;1842,00;03/2018;Mercado;Dívida Interna
TDAD12I235;01/09/2024;184580,43;1839,00;03/2018;Mercado;Dívida Interna
TDAD09J411;01/10/2022;255035,76;2573,00;03/2018;Mercado;Dívida Interna
TDAD11E340;01/05/2029;393409,00;3940,00;11/2017;Mercado;Dívida Interna
TDAD11G234;01/07/2022;4254541,20;42588,00;11/2017;Mercado;Dívida Interna
TDAD11G237;01/07/2025;4250048,44;42526,00;11/2017;Mercado;Dívida Interna
TDAD11G331;01/07/2020;934321,71;9393,00;11/2017;Mercado;Dívida Interna
TDAD11G336;01/07/2025;934603,50;9393,00;11/2017;Mercado;Dívida Interna
TDAD11G407;01/07/2020;1757147,00;17740,00;11/2017;Mercado;Dívida Interna
TDAD11D235;01/04/2023;18717,18;186,00;11/2017;Mercado;Dívida Interna
TDAD13I229;01/09/2019;51175,55;515,00;11/2017;Mercado;Dívida Interna
TDAD13I231;01/09/2021;51185,85;515,00;11/2017;Mercado;Dívida Interna
TDAD13I238;01/09/2028;53388,54;537,00;11/2017;Mercado;Dívida Interna
TDAD09L233;01/12/2019;3758,83;37,00;11/2017;Mercado;Dívida Interna
TDAH121138;01/11/2022;981187,74;9893,00;11/2017;Mercado;Dívida Interna
TDAD13J237;01/10/2027;3194786,16;32212,00;11/2017;Mercado;Dívida Interna
TDAD00J340;01/10/2018;297657,36;3003,00;12/2017;Mercado;Dívida Interna
TDAD00L418;01/12/2020;32676,32;331,00;12/2017;Mercado;Dívida Interna
TDAD01B340;01/02/2019;283441,68;2822,00;12/2017;Mercado;Dívida Interna
TDAD01D417;01/04/2020;709104,32;7136,00;12/2017;Mercado;Dívida Interna
TDAD01E415;01/05/2018;70495,90;710,00;12/2017;Mercado;Dívida Interna
TDAD01H339;01/08/2018;38387,70;386,00;12/2017;Mercado;Dívida Interna
TDAD08A237;01/01/2022;59746,68;588,00;12/2017;Mercado;Dívida Interna
TDAD08B235;01/02/2020;61906,52;611,00;12/2017;Mercado;Dívida Interna
TDAD08D233;01/04/2018;809422,10;8026,00;12/2017;Mercado;Dívida Interna
TDAD08D234;01/04/2019;809662,88;8026,00;12/2017;Mercado;Dívida Interna
TDAD08D236;01/04/2021;792939,07;7861,00;12/2017;Mercado;Dívida Interna
TDAD08D340;01/04/2026;276286,26;2759,00;12/2017;Mercado;Dívida Interna
TDAD08D412;01/04/2022;216350,26;2177,00;12/2017;Mercado;Dívida Interna
TDAD08D417;01/04/2027;216372,03;2177,00;12/2017;Mercado;Dívida Interna
TDAD08D418;01/04/2028;216670,20;2180,00;12/2017;Mercado;Dívida Interna
TDAE990778;01/07/2019;90764,52;893,00;12/2017;Mercado;Dívida Interna
TDAE990877;01/08/2018;510100,29;5047,00;12/2017;Mercado;Dívida Interna
TDAE990977;01/09/2018;71785,56;714,00;12/2017;Mercado;Dívida Interna
TDAH080438;01/04/2018;31642,49;307,00;12/2017;Mercado;Dívida Interna
TDAH080953;01/09/2018;55095,92;548,00;12/2017;Mercado;Dívida Interna
TDAH110138;01/01/2021;239488,20;2290,00;12/2017;Mercado;Dívida Interna
TDA21120100;01/12/2021;201191,36;2038,00;12/2017;Mercado;Dívida Interna
HCFTEE0146;01/01/2046;6080369297,63;1698777373,00;12/2017;Mercado;Dívida Interna
TDA20060600;01/06/2020;2212327,68;21664,00;12/2017;Mercado;Dívida Interna
TDA18080200;01/08/2018;497,25;5,00;12/2017;Mercado;Dívida Interna
TDAD05E340;01/05/2023;73002,06;729,00;01/2018;Mercado;Dívida Interna
TDAD05F337;01/06/2020;214114,32;2142,00;01/2018;Mercado;Dívida Interna
TDAD05F413;01/06/2020;4982178,90;50173,00;01/2018;Mercado;Dívida Interna
TDAD10C418;01/03/2030;558325,11;5613,00;12/2018;Mercado;Dívida Interna
TDAD10D232;01/04/2019;2057136,00;20400,00;12/2018;Mercado;Dívida Interna
TDAE120257;01/02/2026;1116914,40;10680,00;01/2019;Mercado;Dívida Interna
TDAE120438;01/04/2022;49920,74;482,00;01/2019;Mercado;Dívida Interna
TDAE991178;01/11/2019;482096,40;4820,00;01/2019;Mercado;Dívida Interna
TDAH080958;01/09/2023;55492,92;549,00;01/2019;Mercado;Dívida Interna
TDAH090838;01/08/2019;68654,56;676,00;01/2019;Mercado;Dívida Interna
TDAJ10BC18;01/02/2020;142590,24;1404,00;01/2019;Mercado;Dívida Interna
TDAJ10FC17;01/06/2019;409341,40;4069,00;01/2019;Mercado;Dívida Interna
TDAJ10GC18;01/07/2020;257423,40;2565,00;01/2019;Mercado;Dívida Interna
TDAJ10HC18;01/08/2020;89280,28;892,00;01/2019;Mercado;Dívida Interna
TDAD06B413;01/02/2021;232190,91;2331,00;01/2019;Mercado;Dívida Interna
TDAD06B417;01/02/2025;513441,48;5154,00;01/2019;Mercado;Dívida Interna
TDAD06C238;01/03/2021;280518,46;2767,00;01/2019;Mercado;Dívida Interna
TDAD06D237;01/04/2020;1510741,68;14946,00;01/2019;Mercado;Dívida Interna
TDAD06D336;01/04/2020;1377071,10;13735,00;01/2019;Mercado;Dívida Interna
TDAD06E238;01/05/2021;595074,00;5900,00;01/2019;Mercado;Dívida Interna
TDAD06F336;01/06/2020;828585,50;8290,00;01/2019;Mercado;Dívida Interna
TDAD06G414;01/07/2022;1485173,70;14970,00;01/2019;Mercado;Dívida Interna
TDAD06G418;01/07/2026;1485819,50;14975,00;01/2019;Mercado;Dívida Interna
TDAD06H237;01/08/2020;2008305,85;20065,00;01/2019;Mercado;Dívida Interna
TDAD06H336;01/08/2020;55078,80;553,00;01/2019;Mercado;Dívida Interna
TDAD06H413;01/08/2021;58976,40;595,00;01/2019;Mercado;Dívida Interna
TDAD07D235;01/04/2019;188955,90;1869,00;01/2019;Mercado;Dívida Interna
TDAD07D238;01/04/2022;198964,80;1968,00;01/2019;Mercado;Dívida Interna
TDAD07D335;01/04/2020;362038,86;3611,00;01/2019;Mercado;Dívida Interna
TDAD07D337;01/04/2022;507566,74;5062,00;01/2019;Mercado;Dívida Interna
TDAD07D414;01/04/2023;795,60;8,00;01/2019;Mercado;Dívida Interna
HSTN A828;15/12/2020;132341,72;4,00;09/2018;Mercado;Dívida Interna
HSTN B006;01/08/2029;62,56;15,00;09/2018;Mercado;Dívida Interna
NTN-I 150723;15/07/2023;11641153,41;2448396,00;09/2018;Mercado;Dívida Interna
NTN-I 150126;15/01/2026;3624272,68;935885,00;09/2018;Mercado;Dívida Interna
TDAD06J410;01/10/2018;1012436,04;10164,00;09/2018;Mercado;Dívida Interna
TDAD06J414;01/10/2022;1012436,04;10164,00;09/2018;Mercado;Dívida Interna
TDAD06K335;01/11/2019;1153710,90;11490,00;09/2018;Mercado;Dívida Interna
TDAD06K336;01/11/2020;1154055,60;11490,00;09/2018;Mercado;Dívida Interna
TDAD06K340;01/11/2024;1010727,90;10062,00;09/2018;Mercado;Dívida Interna
TDAD06K418;01/11/2026;466245,36;4684,00;09/2018;Mercado;Dívida Interna
TDAD06L238;01/12/2021;1260561,92;12466,00;09/2018;Mercado;Dívida Interna
TDAE071277;01/12/2026;3412865,20;32930,00;09/2018;Mercado;Dívida Interna
TDAE100371;01/03/2023;101210,83;991,00;09/2018;Mercado;Dívida Interna
TDA28090300;01/09/2028;17906,33;181,00;09/2018;Mercado;Dívida Interna
TDA28060300;01/06/2028;9369,92;94,00;09/2018;Mercado;Dívida Interna
TDA30080200;01/08/2030;693,14;7,00;09/2018;Mercado;Dívida Interna
TDA21080200;01/08/2021;494,85;5,00;09/2018;Mercado;Dívida Interna
LFT 010323;01/03/2023;137454429472,90;14152361,52;09/2018;Mercado;Dívida Interna
TDAD05K418;01/11/2025;1704000,10;17105,00;10/2018;Mercado;Dívida Interna
TDAD06A237;01/01/2020;850183,88;8411,00;10/2018;Mercado;Dívida Interna
TDAD06A336;01/01/2020;986057,10;9835,00;10/2018;Mercado;Dívida Interna
TDAD06B414;01/02/2022;1168473,60;11760,00;10/2018;Mercado;Dívida Interna
TDAD11L418;01/12/2031;687959,60;6910,00;10/2018;Mercado;Dívida Interna
TDAD12D330;01/04/2020;306094,36;3068,00;10/2018;Mercado;Dívida Interna
TDAD12D334;01/04/2024;306278,44;3068,00;10/2018;Mercado;Dívida Interna
TDAD12D338;01/04/2028;306217,08;3068,00;10/2018;Mercado;Dívida Interna
TDAD12D405;01/04/2019;18056,22;182,00;10/2018;Mercado;Dívida Interna
TDAD12D408;01/04/2022;18056,22;182,00;10/2018;Mercado;Dívida Interna
TDAD12D415;01/04/2029;18059,86;182,00;10/2018;Mercado;Dívida Interna
TDAD12F237;01/06/2026;225197,14;2254,00;10/2018;Mercado;Dívida Interna
TDAD12H231;01/08/2020;1289494,08;12978,00;10/2018;Mercado;Dívida Interna
NTN-I 150226;15/02/2026;1804155,76;502848,00;10/2018;Mercado;Dívida Interna
NTN-I 150825;15/08/2025;2518134,79;672425,00;10/2018;Mercado;Dívida Interna
TDA21100200;01/10/2021;569425,56;5764,00;10/2018;Mercado;Dívida Interna
TDA28100200;01/10/2028;569656,12;5764,00;10/2018;Mercado;Dívida Interna
TDAD04L416;01/12/2022;313603,76;3148,00;11/2018;Mercado;Dívida Interna
TDAD05C340;01/03/2023;95314,24;952,00;11/2018;Mercado;Dívida Interna
TDAD05D340;01/04/2023;726336,65;7267,00;11/2018;Mercado;Dívida Interna
TDAD05E337;01/05/2020;71235,78;714,00;11/2018;Mercado;Dívida Interna
TDAD05E338;01/05/2021;71250,06;714,00;11/2018;Mercado;Dívida Interna
TDAD11E336;01/05/2025;392153,49;3929,00;11/2018;Mercado;Dívida Interna
TDAD11F231;01/06/2019;952952,00;9520,00;11/2018;Mercado;Dívida Interna
TDAD11F232;01/06/2020;953047,20;9520,00;11/2018;Mercado;Dívida Interna
TDAD11F238;01/06/2026;958135,05;9567,00;11/2018;Mercado;Dívida Interna
TDAD11G235;01/07/2023;4248221,81;42529,00;11/2018;Mercado;Dívida Interna
TDAD11G331;01/07/2020;934227,78;9393,00;11/2018;Mercado;Dívida Interna
TDA24060300;01/06/2024;22133,15;221,00;11/2018;Mercado;Dívida Interna
TDA25070200;01/07/2025;19102,08;192,00;11/2018;Mercado;Dívida Interna
TDA25080300;01/08/2025;1897734,60;19044,00;11/2018;Mercado;Dívida Interna
TDA22060300;01/06/2022;29134,92;291,00;11/2018;Mercado;Dívida Interna
TDAD04E337;01/05/2019;361246,95;3615,00;12/2018;Mercado;Dívida Interna
TDAD04G414;01/07/2020;153437,76;1548,00;12/2018;Mercado;Dívida Interna
TDAD04H337;01/08/2019;51604,17;519,00;12/2018;Mercado;Dívida Interna
TDAD04H339;01/08/2021;51609,36;519,00;12/2018;Mercado;Dívida Interna
TDAD04H417;01/08/2023;2620895,52;26463,00;12/2018;Mercado;Dívida Interna
TDAD10I234;01/09/2021;697,20;7,00;12/2018;Mercado;Dívida Interna
TDAD06J414;01/10/2022;1005829,44;10164,00;01/2019;Mercado;Dívida Interna
TDAD06J416;01/10/2024;1005829,44;10164,00;01/2019;Mercado;Dívida Interna
TDAD06K340;01/11/2024;997345,44;10062,00;01/2019;Mercado;Dívida Interna
TDAD06K411;01/11/2019;462420,30;4678,00;01/2019;Mercado;Dívida Interna
TDAD06K412;01/11/2020;462467,08;4678,00;01/2019;Mercado;Dívida Interna
TDAD06L238;01/12/2021;1235879,24;12466,00;01/2019;Mercado;Dívida Interna
NTN-I 150328;15/03/2028;12692156,78;1197322,00;11/2022;Mercado;Dívida Interna
NTN-I 150331;15/03/2031;4558237,62;430004,00;11/2022;Mercado;Dívida Interna
NTN-I 150928;15/09/2028;10952919,09;1033250,00;11/2022;Mercado;Dívida Interna
TDA25040300;01/04/2025;87303,44;856,00;11/2022;Mercado;Dívida Interna
TDA15120600;01/12/2015;,00;,00;11/2022;Mercado;Dívida Interna
TDA29070200;01/07/2029;20768,92;206,00;11/2022;Mercado;Dívida Interna
TDA28070200;01/07/2028;19357,44;192,00;11/2022;Mercado;Dívida Interna
TDA18030300;01/03/2018;,00;,00;11/2022;Mercado;Dívida Interna
TDA16060600;01/06/2016;,00;,00;11/2022;Mercado;Dívida Interna
TDA29070300;01/07/2029;1189772,48;11752,00;11/2022;Mercado;Dívida Interna
NTN-I 150224;15/02/2024;32067603,00;3025116,00;11/2022;Mercado;Dívida Interna
NTN-I 150225;15/02/2025;21835493,57;2059864,00;11/2022;Mercado;Dívida Interna
NTN-I 150226;15/02/2026;15223884,41;1436154,00;11/2022;Mercado;Dívida Interna
NTN-I 150827;15/08/2027;8034900,32;757977,00;11/2022;Mercado;Dívida Interna
TDAD11G236;01/07/2024;3426406,48;33688,00;12/2022;Mercado;Dívida Interna
TDAD11G411;01/07/2024;1786595,40;17740,00;12/2022;Mercado;Dívida Interna
TDAD11G417;01/07/2030;1786595,40;17740,00;12/2022;Mercado;Dívida Interna
TDAD11G418;01/07/2031;1789616,70;17770,00;12/2022;Mercado;Dívida Interna
TDAD11L337;01/12/2026;565484,58;5634,00;12/2022;Mercado;Dívida Interna
HSTN B003;01/11/2028;1255,71;208,00;01/2023;Mercado;Dívida Interna
NTN-I 150728;15/07/2028;7598020,72;742377,00;01/2023;Mercado;Dívida Interna
NTN-I 150732;15/07/2032;2094893,66;204685,00;01/2023;Mercado;Dívida Interna
HCFTEE1232;01/12/2032;133265,87;21048,00;01/2023;Mercado;Dívida Interna
NTN-I 151224;15/12/2024;24940334,14;2436836,00;01/2023;Mercado;Dívida Interna
TDA16110600;01/11/2016;,00;,00;01/2023;Mercado;Dívida Interna
TDA24080300;01/08/2024;1673299,90;16421,00;01/2023;Mercado;Dívida Interna
TDA26060300;01/06/2026;18022,40;176,00;01/2023;Mercado;Dívida Interna
TDA31120200;01/12/2031;1420091,54;14098,00;01/2023;Mercado;Dívida Interna
TDA23100300;01/10/2023;470901,60;4644,00;01/2023;Mercado;Dívida Interna
TDAD09I237;01/09/2023;1175089,00;11525,00;02/2023;Mercado;Dívida Interna
TDAD09I416;01/09/2027;224052,43;2219,00;02/2023;Mercado;Dívida Interna
TDAD09I418;01/09/2029;227586,38;2254,00;02/2023;Mercado;Dívida Interna
TDAD10C236;01/03/2023;1605181,90;15515,00;02/2023;Mercado;Dívida Interna
TDAD10C237;01/03/2024;1605906,12;15522,00;02/2023;Mercado;Dívida Interna
TDAD10C340;01/03/2028;110667,60;1080,00;02/2023;Mercado;Dívida Interna
TDAD10C414;01/03/2026;568333,47;5601,00;02/2023;Mercado;Dívida Interna
TDAD10C417;01/03/2029;568333,47;5601,00;02/2023;Mercado;Dívida Interna
LFT 010928;01/09/2028;52163864535,81;4090000,00;02/2023;Banco Central;Dívida Interna
LTN 010726;01/07/2026;30181672482,15;45150000,00;02/2023;Banco Central;Dívida Interna
TDAD13L235;01/12/2025;1127557,06;11086,00;03/2023;Mercado;Dívida Interna
TDAD13L333;01/12/2024;801003,38;7901,00;03/2023;Mercado;Dívida Interna
TDA26080300;01/08/2026;1650504,96;16068,00;03/2023;Mercado;Dívida Interna
TDAD09H418;01/08/2029;9241,96;91,00;04/2023;Mercado;Dívida Interna
TDAD09I413;01/09/2024;225161,93;2219,00;04/2023;Mercado;Dívida Interna
TDAD09K237;01/11/2023;287593,41;2811,00;04/2023;Mercado;Dívida Interna
TDAD10C238;01/03/2025;1603882,90;15833,00;04/2023;Mercado;Dívida Interna
TDAD10C337;01/03/2025;107916,38;1067,00;04/2023;Mercado;Dívida Interna
LFT 010924;01/09/2024;39464677500,00;3000000,00;04/2023;Banco Central;Dívida Interna
NTN-I 151229;15/12/2029;3199359,80;315942,00;04/2023;Mercado;Dívida Interna
LTN 010723;01/07/2023;195781258528,17;198321204,00;04/2023;Mercado;Dívida Interna
TDA23080100;01/08/2023;49764,40;490,00;04/2023;Mercado;Dívida Interna
TDA30080100;01/08/2030;50576,88;498,00;04/2023;Mercado;Dívida Interna
TDA97110600;01/11/1997;,00;,00;04/2023;Mercado;Dívida Interna
TDA99110600;01/11/1999;,00;,00;04/2023;Mercado;Dívida Interna
NTN-I 150233;15/02/2033;649963,94;64185,00;04/2023;Mercado;Dívida Interna
TDAD12D411;01/04/2025;18136,30;182,00;07/2022;Mercado;Dívida Interna
TDAD12D418;01/04/2032;18435,25;185,00;07/2022;Mercado;Dívida Interna
TDAD12J336;01/10/2026;302506,12;2996,00;07/2022;Mercado;Dívida Interna
TDAD12J338;01/10/2028;351678,51;3483,00;07/2022;Mercado;Dívida Interna
TDAD12J409;01/10/2023;722309,82;7213,00;07/2022;Mercado;Dívida Interna
NTN-I 151130;15/11/2030;2650793,60;264407,00;08/2022;Mercado;Dívida Interna
NTN-I 150324;15/03/2024;39098631,72;3899946,00;08/2022;Mercado;Dívida Interna
NTN-I 150628;15/06/2028;5194345,19;518117,00;08/2022;Mercado;Dívida Interna
NTN-I 151226;15/12/2026;10729244,19;1070203,00;08/2022;Mercado;Dívida Interna
TDA24080300;01/08/2024;1638487,38;16421,00;08/2022;Mercado;Dívida Interna
TDA18120600;01/12/2018;,00;,00;08/2022;Mercado;Dívida Interna
TDA17120600;01/12/2017;,00;,00;08/2022;Mercado;Dívida Interna
TDA26070200;01/07/2026;19175,04;192,00;08/2022;Mercado;Dívida Interna
TDA24060300;01/06/2024;17649,28;176,00;08/2022;Mercado;Dívida Interna
TDA24020300;01/02/2024;1316,64;13,00;08/2022;Mercado;Dívida Interna
TDA24120300;01/12/2024;5117199,14;50282,00;08/2022;Mercado;Dívida Interna
TDA24070200;01/07/2024;19175,04;192,00;08/2022;Mercado;Dívida Interna
TDAD08K412;01/11/2022;110592,37;1099,00;09/2022;Mercado;Dívida Interna
TDAD08K418;01/11/2028;111498,04;1108,00;09/2022;Mercado;Dívida Interna
TDAD09B337;01/02/2024;48297,12;478,00;09/2022;Mercado;Dívida Interna
TDAD09C237;01/03/2023;1917506,45;18901,00;09/2022;Mercado;Dívida Interna
TDAD09D238;01/04/2024;238022,40;2352,00;09/2022;Mercado;Dívida Interna
TDAD09E238;01/05/2024;251163,60;2488,00;09/2022;Mercado;Dívida Interna
TDAD09H238;01/08/2024;55917,18;558,00;09/2022;Mercado;Dívida Interna
TDAD09H413;01/08/2024;9788,24;98,00;09/2022;Mercado;Dívida Interna
NTN-I 150232;15/02/2032;811979,40;75827,00;09/2022;Mercado;Dívida Interna
NTN-I 150233;15/02/2033;512210,83;47833,00;09/2022;Mercado;Dívida Interna
LFT 010326;01/03/2026;24433552026,00;2000000,00;09/2022;Banco Central;Dívida Interna
NTN-I 150632;15/06/2032;872331,46;81463,00;09/2022;Mercado;Dívida Interna
NTN-I 150834;15/08/2034;180220,94;16830,00;09/2022;Mercado;Dívida Interna
NTN-I 150236;15/02/2036;67783,63;6330,00;09/2022;Mercado;Dívida Interna
NTN-I 151036;15/10/2036;7592,19;709,00;09/2022;Mercado;Dívida Interna
TDA26010300;01/01/2026;126621,90;1242,00;09/2022;Mercado;Dívida Interna
TDA27010300;01/01/2027;7340,40;72,00;09/2022;Mercado;Dívida Interna
TDAD11C236;01/03/2024;47621,64;473,00;10/2017;Mercado;Dívida Interna
HSTN A806;15/02/2019;7715145,15;279,00;11/2017;Mercado;Dívida Interna
HSTN A828;15/12/2020;110710,92;4,00;11/2017;Mercado;Dívida Interna
HSTN A821;15/05/2020;138450,90;5,00;11/2017;Mercado;Dívida Interna
