Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
ECTN 9906;01/06/2019;489777830,41;132001,00;04/2018;Mercado;Dívida Interna
TDAD06J334;01/10/2018;761790,75;7637,00;04/2018;Mercado;Dívida Interna
TDAD06J339;01/10/2023;761820,30;7635,00;04/2018;Mercado;Dívida Interna
TDAD06K415;01/11/2023;463683,36;4678,00;04/2018;Mercado;Dívida Interna
TDAD07B237;01/02/2021;2433432,64;24496,00;04/2018;Mercado;Dívida Interna
TDAE070978;01/09/2027;1234960,62;12039,00;04/2018;Mercado;Dívida Interna
TDAE080538;01/05/2018;46088,91;441,00;04/2018;Mercado;Dívida Interna
TDAE090358;01/03/2024;3070343,36;30802,00;04/2018;Mercado;Dívida Interna
TDAE100337;01/03/2019;1218216,16;12236,00;04/2018;Mercado;Dívida Interna
TDAE100355;01/03/2022;197566,29;1983,00;04/2018;Mercado;Dívida Interna
TDA20070600;01/07/2020;3005435,20;29024,00;04/2018;Mercado;Dívida Interna
TDA22100600;01/10/2022;492702,87;4829,00;04/2018;Mercado;Dívida Interna
TDA23120600;01/12/2023;629386,34;6226,00;04/2018;Mercado;Dívida Interna
BNCC920116;16/07/2040;24169,95;362,00;04/2018;Mercado;Dívida Interna
TDAD05B414;01/02/2021;156653,68;1583,00;05/2018;Mercado;Dívida Interna
TDAD05D339;01/04/2022;707662,96;7151,00;05/2018;Mercado;Dívida Interna
TDAD05D416;01/04/2023;218128,32;2208,00;05/2018;Mercado;Dívida Interna
TDAD05E237;01/05/2019;1675789,94;16946,00;05/2018;Mercado;Dívida Interna
TDAD10E236;01/05/2023;1116001,53;11283,00;05/2018;Mercado;Dívida Interna
TDAD10G235;01/07/2022;315128,24;3109,00;05/2018;Mercado;Dívida Interna
TDAD10G236;01/07/2023;315159,33;3109,00;05/2018;Mercado;Dívida Interna
TDAD10H233;01/08/2020;53774,56;532,00;05/2018;Mercado;Dívida Interna
TDAD13I228;01/09/2018;51906,85;515,00;05/2018;Mercado;Dívida Interna
TDAD09L237;01/12/2023;3705,18;37,00;05/2018;Mercado;Dívida Interna
ESTI980815;15/01/2022;251488875,78;328662,00;05/2018;Mercado;Dívida Interna
TDAD13L229;01/12/2019;1180643,76;11797,00;05/2018;Mercado;Dívida Interna
NTN-I 150327;15/03/2027;1463252,39;444204,00;06/2018;Mercado;Dívida Interna
NTN-I 150333;15/03/2033;196716,20;100166,00;06/2018;Mercado;Dívida Interna
NTN-I 150335;15/03/2035;78514,31;47711,00;06/2018;Mercado;Dívida Interna
NTN-I 150924;15/09/2024;4775940,97;1180253,00;06/2018;Mercado;Dívida Interna
NTN-I 150933;15/09/2033;165192,07;88005,00;06/2018;Mercado;Dívida Interna
NTN-I 150935;15/09/2035;56519,67;35955,00;06/2018;Mercado;Dívida Interna
NTN-B 150535;15/05/2035;61745533370,20;20722570,83;06/2018;Mercado;Dívida Interna
CVSC970101;01/01/2027;171362632,70;132965,00;06/2018;Mercado;Dívida Interna
TDAD08E334;01/05/2020;611176,96;6176,00;06/2018;Mercado;Dívida Interna
TDAD08F337;01/06/2023;31718,01;321,00;06/2018;Mercado;Dívida Interna
TDAD08G336;01/07/2022;124567,56;1238,00;06/2018;Mercado;Dívida Interna
TDAD08I233;01/09/2018;722103,30;7146,00;06/2018;Mercado;Dívida Interna
TDAD08I235;01/09/2020;722317,68;7146,00;06/2018;Mercado;Dívida Interna
NTN-I 150735;15/07/2035;73913,11;46279,00;06/2018;Mercado;Dívida Interna
NTN-I 150736;15/07/2036;39871,46;27282,00;06/2018;Mercado;Dívida Interna
HCFTEE0139;01/01/2039;44037961,99;11678781,00;06/2018;Mercado;Dívida Interna
TDAD12L331;01/12/2021;4036999,02;40459,00;06/2018;Mercado;Dívida Interna
TDAD11C233;01/03/2021;47129,72;473,00;06/2018;Mercado;Dívida Interna
TDAD11C237;01/03/2025;47124,99;473,00;06/2018;Mercado;Dívida Interna
TDAD11C238;01/03/2026;47732,35;479,00;06/2018;Mercado;Dívida Interna
HSTN B007;01/10/2029;223,66;55,00;07/2018;Mercado;Dívida Interna
NTN-I 150725;15/07/2025;4217249,25;1145826,00;07/2018;Mercado;Dívida Interna
NTN-I 150727;15/07/2027;1379171,52;442866,00;07/2018;Mercado;Dívida Interna
NTN-I 150728;15/07/2028;830159,78;290171,00;07/2018;Mercado;Dívida Interna
NTN-I 150733;15/07/2033;181107,59;97686,00;07/2018;Mercado;Dívida Interna
HCFTEE0134;01/01/2034;2032908,08;536162,00;07/2018;Mercado;Dívida Interna
TDAD06J334;01/10/2018;765609,25;7637,00;07/2018;Mercado;Dívida Interna
TDAD06J416;01/10/2024;1010911,44;10164,00;07/2018;Mercado;Dívida Interna
TDAD06K336;01/11/2020;1150149,00;11490,00;07/2018;Mercado;Dívida Interna
TDAD06K340;01/11/2024;1007306,82;10062,00;07/2018;Mercado;Dívida Interna
TDAD06K410;01/11/2018;464759,30;4678,00;07/2018;Mercado;Dívida Interna
TDAD06K413;01/11/2021;464806,08;4678,00;07/2018;Mercado;Dívida Interna
TDAD06L237;01/12/2020;1214926,02;12078,00;07/2018;Mercado;Dívida Interna
TDAE041274;01/12/2020;603506,75;5885,00;07/2018;Mercado;Dívida Interna
TDAE070971;01/09/2020;1252001,05;12035,00;07/2018;Mercado;Dívida Interna
TDAE071276;01/12/2025;3377959,40;32930,00;07/2018;Mercado;Dívida Interna
TDAE071278;01/12/2027;3253174,80;31695,00;07/2018;Mercado;Dívida Interna
TDAE081038;01/10/2018;1375515,00;13290,00;07/2018;Mercado;Dívida Interna
TDA19090600;01/09/2019;266836,95;2565,00;07/2018;Mercado;Dívida Interna
TDA31030300;01/03/2031;480159,80;4804,00;07/2018;Mercado;Dívida Interna
TDAD05E336;01/05/2019;70900,20;714,00;08/2018;Mercado;Dívida Interna
TDAD05F339;01/06/2022;221203,65;2231,00;08/2018;Mercado;Dívida Interna
TDAD05G237;01/07/2019;903545,92;9112,00;08/2018;Mercado;Dívida Interna
TDAD05H337;01/08/2020;203330,40;2058,00;08/2018;Mercado;Dívida Interna
TDAD05H338;01/08/2021;233488,03;2363,00;08/2018;Mercado;Dívida Interna
TDAD05F418;01/06/2025;4964878,90;50201,00;08/2018;Mercado;Dívida Interna
TDAD05I336;01/09/2019;618852,11;6151,00;08/2018;Mercado;Dívida Interna
TDAD05I340;01/09/2023;566345,64;5628,00;08/2018;Mercado;Dívida Interna
TDAD05I412;01/09/2019;24506,52;246,00;08/2018;Mercado;Dívida Interna
TDAD11E231;01/05/2019;1245724,65;12501,00;08/2018;Mercado;Dívida Interna
TDAD11E331;01/05/2020;390149,70;3929,00;08/2018;Mercado;Dívida Interna
TDAD11E332;01/05/2021;390188,99;3929,00;08/2018;Mercado;Dívida Interna
TDAD11E333;01/05/2022;390228,28;3929,00;08/2018;Mercado;Dívida Interna
TDAD11E335;01/05/2024;390267,57;3929,00;08/2018;Mercado;Dívida Interna
TDAD11E336;01/05/2025;390267,57;3929,00;08/2018;Mercado;Dívida Interna
TDAD11F232;01/06/2020;946288,00;9520,00;08/2018;Mercado;Dívida Interna
TDAD11F234;01/06/2022;946383,20;9520,00;08/2018;Mercado;Dívida Interna
TDAD11G333;01/07/2022;929719,14;9393,00;08/2018;Mercado;Dívida Interna
ECTN 0203;01/03/2022;72179211,72;36012,00;04/2018;Mercado;Dívida Interna
ECTN 0307;01/07/2023;11518843,14;8829,00;04/2018;Mercado;Dívida Interna
ECTN 0408;01/08/2024;4009698,63;3857,00;04/2018;Mercado;Dívida Interna
ECTN 0209;01/09/2022;51905662,24;29488,00;04/2018;Mercado;Dívida Interna
ECTN 0205;01/05/2022;23745065,62;12146,00;04/2018;Mercado;Dívida Interna
ECTN 0212;01/12/2022;109936498,96;71822,00;04/2018;Mercado;Dívida Interna
TDAD07D235;01/04/2019;184806,72;1869,00;04/2018;Mercado;Dívida Interna
TDAD07D417;01/04/2026;789,68;8,00;04/2018;Mercado;Dívida Interna
TDAD07E237;01/05/2021;712216,00;7010,00;04/2018;Mercado;Dívida Interna
TDAE100369;01/03/2021;98743,24;991,00;04/2018;Mercado;Dívida Interna
TDAE100373;01/03/2025;98733,33;991,00;04/2018;Mercado;Dívida Interna
TDAE110537;01/05/2020;2943637,32;28158,00;04/2018;Mercado;Dívida Interna
TDAE110538;01/05/2021;2946259,75;28175,00;04/2018;Mercado;Dívida Interna
TDAE110554;01/05/2022;1174650,29;11231,00;04/2018;Mercado;Dívida Interna
TDAE120236;01/02/2020;1326400,00;13264,00;04/2018;Mercado;Dívida Interna
TDAE120251;01/02/2020;1068000,00;10680,00;04/2018;Mercado;Dívida Interna
TDA19090300;01/09/2019;69795,58;694,00;04/2018;Mercado;Dívida Interna
TDA20090300;01/09/2020;39926,29;397,00;04/2018;Mercado;Dívida Interna
TDA28080200;01/08/2028;500,65;5,00;04/2018;Mercado;Dívida Interna
TDA28090300;01/09/2028;18212,22;181,00;04/2018;Mercado;Dívida Interna
TDA24080200;01/08/2024;500,60;5,00;04/2018;Mercado;Dívida Interna
TDA31080300;01/08/2031;1171782,12;11611,00;04/2018;Mercado;Dívida Interna
TDAD05F416;01/06/2023;4998234,26;50173,00;05/2018;Mercado;Dívida Interna
TDAD05F417;01/06/2024;4998735,99;50173,00;05/2018;Mercado;Dívida Interna
TDAD05G237;01/07/2019;923592,32;9112,00;05/2018;Mercado;Dívida Interna
TDAD05H237;01/08/2019;5348975,17;52913,00;05/2018;Mercado;Dívida Interna
TDAD05H338;01/08/2021;236938,01;2363,00;05/2018;Mercado;Dívida Interna
TDAD05H340;01/08/2023;243804,99;2431,00;05/2018;Mercado;Dívida Interna
TDAD05H412;01/08/2019;45145,76;454,00;05/2018;Mercado;Dívida Interna
TDAD05I335;01/09/2018;577003,62;5766,00;05/2018;Mercado;Dívida Interna
TDAD05I337;01/09/2020;571170,60;5706,00;05/2018;Mercado;Dívida Interna
TDAD05I412;01/09/2019;24442,56;246,00;05/2018;Mercado;Dívida Interna
TDAD05I418;01/09/2025;25341,90;255,00;05/2018;Mercado;Dívida Interna
TDAD05J237;01/10/2019;2111375,36;20992,00;05/2018;Mercado;Dívida Interna
TDAD05J238;01/10/2020;2134911,08;21226,00;05/2018;Mercado;Dívida Interna
TDAD10I234;01/09/2021;705,88;7,00;05/2018;Mercado;Dívida Interna
TDAD10I237;01/09/2024;706,09;7,00;05/2018;Mercado;Dívida Interna
TDAD11E237;01/05/2025;1236500,00;12500,00;05/2018;Mercado;Dívida Interna
TDAD11E334;01/05/2023;388263,78;3929,00;05/2018;Mercado;Dívida Interna
TDAD11E340;01/05/2029;389469,00;3940,00;05/2018;Mercado;Dívida Interna
TDAD11F230;01/06/2018;967041,60;9520,00;05/2018;Mercado;Dívida Interna
TDAD11F232;01/06/2020;967327,20;9520,00;05/2018;Mercado;Dívida Interna
TDAD13L235;01/12/2025;1181115,64;11797,00;05/2018;Mercado;Dívida Interna
HCFTEE0145;01/01/2045;1265895706,35;341921706,00;05/2018;Mercado;Dívida Interna
LFT 010321;01/03/2021;20778678288,36;2180000,00;05/2018;Banco Central;Dívida Interna
LFT 010321;01/03/2021;172993973305,33;18153341,54;05/2018;Mercado;Dívida Interna
TDAD13L330;01/12/2021;787097,62;7901,00;05/2018;Mercado;Dívida Interna
TDAD13L338;01/12/2029;787413,66;7901,00;05/2018;Mercado;Dívida Interna
TDAD01H340;01/08/2019;44494,92;443,00;06/2018;Mercado;Dívida Interna
TDAD02H339;01/08/2019;473574,60;4715,00;06/2018;Mercado;Dívida Interna
TDAD08J237;01/10/2022;673006,16;6674,00;06/2018;Mercado;Dívida Interna
TDAD08K338;01/11/2024;16889,86;169,00;06/2018;Mercado;Dívida Interna
TDAD08K414;01/11/2024;96509,88;972,00;06/2018;Mercado;Dívida Interna
TDAD08K417;01/11/2027;120748,80;1216,00;06/2018;Mercado;Dívida Interna
TDAD09B238;01/02/2024;12285,24;123,00;06/2018;Mercado;Dívida Interna
TDAJ12EC15;01/05/2019;246338,05;2485,00;06/2018;Mercado;Dívida Interna
TDAJ12EC18;01/05/2022;240637,05;2427,00;06/2018;Mercado;Dívida Interna
TDAJ11LC16;01/12/2019;21067,20;210,00;06/2018;Mercado;Dívida Interna
TDAJ11LC18;01/12/2021;21880,66;218,00;06/2018;Mercado;Dívida Interna
TDAJ10DC18;01/04/2020;15001,85;151,00;06/2018;Mercado;Dívida Interna
TDAD12C337;01/03/2027;3178,56;32,00;06/2018;Mercado;Dívida Interna
TDAD11J231;01/10/2019;61002,15;605,00;06/2018;Mercado;Dívida Interna
TDAD11J234;01/10/2022;61008,20;605,00;06/2018;Mercado;Dívida Interna
HCFTEE1232;01/12/2032;79805,44;21048,00;07/2018;Mercado;Dívida Interna
AINSS A023;18/11/2029;3807,68;4,00;07/2018;Mercado;Dívida Interna
AINSS A014;17/12/2028;4197,68;4,00;07/2018;Mercado;Dívida Interna
ECTN 9905;01/05/2019;469793715,90;117695,00;07/2018;Mercado;Dívida Interna
ECTN 9911;01/11/2019;35555401,44;10056,00;07/2018;Mercado;Dívida Interna
TDAD07B237;01/02/2021;2452049,60;24496,00;07/2018;Mercado;Dívida Interna
TDAD07D235;01/04/2019;186189,78;1869,00;07/2018;Mercado;Dívida Interna
TDAD07D340;01/04/2025;414122,70;4170,00;07/2018;Mercado;Dívida Interna
TDAD07D335;01/04/2020;358463,97;3611,00;07/2018;Mercado;Dívida Interna
TDAD07D338;01/04/2023;351188,73;3537,00;07/2018;Mercado;Dívida Interna
TDAD07E238;01/05/2022;705342,40;7096,00;07/2018;Mercado;Dívida Interna
TDAD07E339;01/05/2024;24490,05;247,00;07/2018;Mercado;Dívida Interna
TDAE090357;01/03/2023;3115916,43;30811,00;07/2018;Mercado;Dívida Interna
TDAE090937;01/09/2018;388290,60;3735,00;07/2018;Mercado;Dívida Interna
TDAE100352;01/03/2019;200382,15;1983,00;07/2018;Mercado;Dívida Interna
TDAE100367;01/03/2019;100140,55;991,00;07/2018;Mercado;Dívida Interna
TDAE100374;01/03/2026;100229,74;991,00;07/2018;Mercado;Dívida Interna
TDAE100375;01/03/2027;96130,50;950,00;07/2018;Mercado;Dívida Interna
NTN-I 150428;15/04/2028;276049,33;94500,00;07/2018;Mercado;Dívida Interna
TDA28080200;01/08/2028;503,20;5,00;07/2018;Mercado;Dívida Interna
TDA21080600;01/08/2021;2682011,36;25648,00;07/2018;Mercado;Dívida Interna
TDA21080200;01/08/2021;503,05;5,00;07/2018;Mercado;Dívida Interna
TDA26080200;01/08/2026;503,10;5,00;07/2018;Mercado;Dívida Interna
TDA21040600;01/04/2021;2926454,00;29090,00;07/2018;Mercado;Dívida Interna
TDAD05J336;01/10/2019;93318,05;929,00;08/2018;Mercado;Dívida Interna
TDAD05K236;01/11/2018;510656,16;5052,00;08/2018;Mercado;Dívida Interna
TDAD05K413;01/11/2020;1721181,15;17307,00;08/2018;Mercado;Dívida Interna
TDAD05L337;01/12/2020;158289,72;1581,00;08/2018;Mercado;Dívida Interna
TDAD11L231;01/12/2019;3834037,64;38021,00;08/2018;Mercado;Dívida Interna
TDAD11L237;01/12/2025;3835232,46;38014,00;08/2018;Mercado;Dívida Interna
TDAD11L408;01/12/2021;740778,52;7454,00;08/2018;Mercado;Dívida Interna
TDAD11L411;01/12/2024;736405,80;7410,00;08/2018;Mercado;Dívida Interna
NTN-I 150320;15/03/2020;24384505,24;4786257,00;04/2018;Mercado;Dívida Interna
NTN-I 150519;15/05/2019;42822476,00;7882005,00;04/2018;Mercado;Dívida Interna
NTN-I 150520;15/05/2020;29716877,31;5905338,00;04/2018;Mercado;Dívida Interna
NTN-I 150721;15/07/2021;19012094,73;4134272,00;04/2018;Mercado;Dívida Interna
TDAD07F237;01/06/2021;2089837,00;20620,00;04/2018;Mercado;Dívida Interna
TDAD07G234;01/07/2018;572359,41;5663,00;04/2018;Mercado;Dívida Interna
TDAD07G236;01/07/2020;564890,92;5588,00;04/2018;Mercado;Dívida Interna
TDAD07H236;01/08/2020;608347,88;6034,00;04/2018;Mercado;Dívida Interna
TDAD07H339;01/08/2024;19623,52;196,00;04/2018;Mercado;Dívida Interna
TDAE120257;01/02/2026;1068854,40;10680,00;04/2018;Mercado;Dívida Interna
TDAE990278;01/02/2019;497299,44;4972,00;04/2018;Mercado;Dívida Interna
TDAE990777;01/07/2018;90769,50;877,00;04/2018;Mercado;Dívida Interna
TDAE990978;01/09/2019;75440,00;736,00;04/2018;Mercado;Dívida Interna
TDAE991078;01/10/2019;874633,74;8574,00;04/2018;Mercado;Dívida Interna
TDAH080738;01/07/2018;307602,00;2972,00;04/2018;Mercado;Dívida Interna
TDAH080956;01/09/2021;56180,96;548,00;04/2018;Mercado;Dívida Interna
TDAH090638;01/06/2019;15396,44;148,00;04/2018;Mercado;Dívida Interna
TDAH090838;01/08/2019;69648,28;676,00;04/2018;Mercado;Dívida Interna
TDA20080200;01/08/2020;500,45;5,00;04/2018;Mercado;Dívida Interna
LTN 010419;01/04/2019;18107421902,20;19400000,00;04/2018;Banco Central;Dívida Interna
TDA30050300;01/05/2030;299447,60;2945,00;04/2018;Mercado;Dívida Interna
TDAD05J338;01/10/2021;90745,52;908,00;05/2018;Mercado;Dívida Interna
TDAD05K336;01/11/2019;234811,50;2354,00;05/2018;Mercado;Dívida Interna
TDAD05K413;01/11/2020;1716681,33;17307,00;05/2018;Mercado;Dívida Interna
TDAD05L411;01/12/2018;5550,16;56,00;05/2018;Mercado;Dívida Interna
TDAD05L415;01/12/2022;5452,15;55,00;05/2018;Mercado;Dívida Interna
TDAD05L417;01/12/2024;5550,72;56,00;05/2018;Mercado;Dívida Interna
TDAD11G414;01/07/2027;1766017,00;17740,00;05/2018;Mercado;Dívida Interna
TDAD11G415;01/07/2028;1766017,00;17740,00;05/2018;Mercado;Dívida Interna
TDAD11L330;01/12/2019;561090,06;5634,00;05/2018;Mercado;Dívida Interna
TDAD11L332;01/12/2021;561259,08;5634,00;05/2018;Mercado;Dívida Interna
NTN-I 151227;15/12/2027;299070,06;100793,00;05/2018;Mercado;Dívida Interna
TDA14110600;01/11/2014;,00;,00;05/2018;Mercado;Dívida Interna
TDA26120300;01/12/2026;5504495,52;54968,00;05/2018;Mercado;Dívida Interna
TDA21040300;01/04/2021;101806,51;1027,00;05/2018;Mercado;Dívida Interna
TDA19010300;01/01/2019;355130,88;3557,00;05/2018;Mercado;Dívida Interna
TDA26080300;01/08/2026;1865259,52;18446,00;05/2018;Mercado;Dívida Interna
TDA20040300;01/04/2020;101785,97;1027,00;05/2018;Mercado;Dívida Interna
TDA26060300;01/06/2026;22462,44;221,00;05/2018;Mercado;Dívida Interna
TDA23120300;01/12/2023;5499889,08;54922,00;05/2018;Mercado;Dívida Interna
TDA31120200;01/12/2031;1405006,68;14098,00;05/2018;Mercado;Dívida Interna
TDA18120200;01/12/2018;1403364,00;14090,00;05/2018;Mercado;Dívida Interna
TDAD02J338;01/10/2018;441196,72;4408,00;06/2018;Mercado;Dívida Interna
TDAD02K338;01/11/2018;120591,37;1207,00;06/2018;Mercado;Dívida Interna
TDAD02K416;01/11/2020;73261,26;738,00;06/2018;Mercado;Dívida Interna
TDAD02L417;01/12/2021;46331,07;467,00;06/2018;Mercado;Dívida Interna
TDAD03H238;01/08/2018;923633,12;9116,00;06/2018;Mercado;Dívida Interna
TDAD03H338;01/08/2019;272192,40;2710,00;06/2018;Mercado;Dívida Interna
TDAD03I337;01/09/2018;229649,84;2291,00;06/2018;Mercado;Dívida Interna
TDAD03I413;01/09/2018;450219,04;4528,00;06/2018;Mercado;Dívida Interna
TDAD09B339;01/02/2026;47541,88;478,00;06/2018;Mercado;Dívida Interna
TDAD09D238;01/04/2024;233859,36;2352,00;06/2018;Mercado;Dívida Interna
TDAD09E234;01/05/2020;177127,44;1787,00;06/2018;Mercado;Dívida Interna
TDAD09E236;01/05/2022;246189,45;2483,00;06/2018;Mercado;Dívida Interna
TDAD09E238;01/05/2024;247329,98;2494,00;06/2018;Mercado;Dívida Interna
TDAD09H332;01/08/2019;889998,84;8861,00;06/2018;Mercado;Dívida Interna
TDAD11J238;01/10/2026;61127,22;606,00;06/2018;Mercado;Dívida Interna
TDAD10L235;01/12/2022;13749,32;137,00;06/2018;Mercado;Dívida Interna
TDAD12L235;01/12/2024;2713332,96;27036,00;06/2018;Mercado;Dívida Interna
TDAD12L236;01/12/2025;2713402,58;27034,00;06/2018;Mercado;Dívida Interna
TDAD12K329;01/11/2019;410671,20;4110,00;06/2018;Mercado;Dívida Interna
ECTN 0105;01/05/2021;38076763,20;14952,00;07/2018;Mercado;Dívida Interna
ECTN 0107;01/07/2021;357066754,56;145536,00;07/2018;Mercado;Dívida Interna
ECTN 0112;01/12/2021;364712230,08;164516,00;07/2018;Mercado;Dívida Interna
ECTN 0206;01/06/2022;123308665,62;60123,00;07/2018;Mercado;Dívida Interna
ECTN 0212;01/12/2022;116365025,97;71163,00;07/2018;Mercado;Dívida Interna
ECTN 0301;01/01/2023;43014817,80;27563,00;07/2018;Mercado;Dívida Interna
ECTN 0303;01/03/2023;99882130,20;68205,00;07/2018;Mercado;Dívida Interna
HCFTEE0138;01/01/2038;71223046,00;18784465,00;07/2018;Mercado;Dívida Interna
NTN-I 150119;15/01/2019;57636440,53;9390173,00;07/2018;Mercado;Dívida Interna
TDAD07F237;01/06/2021;2044266,80;20620,00;07/2018;Mercado;Dívida Interna
TDAD07F336;01/06/2021;993262,92;10036,00;07/2018;Mercado;Dívida Interna
TDAD07G414;01/07/2023;193195,04;1957,00;07/2018;Mercado;Dívida Interna
TDAD07H235;01/08/2019;615736,99;6061,00;07/2018;Mercado;Dívida Interna
TDAD07H333;01/08/2018;19715,64;196,00;07/2018;Mercado;Dívida Interna
TDAD07H411;01/08/2020;184857,60;1856,00;07/2018;Mercado;Dívida Interna
TDAE120236;01/02/2020;1346163,36;13264,00;07/2018;Mercado;Dívida Interna
TDAE120435;01/04/2019;47986,20;477,00;07/2018;Mercado;Dívida Interna
TDAE990178;01/01/2019;895211,22;8774,00;07/2018;Mercado;Dívida Interna
TDAE990678;01/06/2019;75596,40;759,00;07/2018;Mercado;Dívida Interna
LFT 010323;01/03/2023;135273392126,33;14077296,86;07/2018;Mercado;Dívida Interna
TDA22050200;01/05/2022;130058,56;1312,00;07/2018;Mercado;Dívida Interna
LTN 011019;01/10/2019;71434522182,15;78413614,00;07/2018;Mercado;Dívida Interna
LFT 010923;01/09/2023;19249694914,00;2000000,00;07/2018;Banco Central;Dívida Interna
TDA20110600;01/11/2020;357788,46;3473,00;07/2018;Mercado;Dívida Interna
TDA22110600;01/11/2022;358786,67;3481,00;07/2018;Mercado;Dívida Interna
TDA31110300;01/11/2031;395264,47;3917,00;07/2018;Mercado;Dívida Interna
TDAD06A236;01/01/2019;846230,71;8411,00;08/2018;Mercado;Dívida Interna
TDAD06A335;01/01/2019;982909,90;9835,00;08/2018;Mercado;Dívida Interna
TDAD06A336;01/01/2020;982909,90;9835,00;08/2018;Mercado;Dívida Interna
TDAD06A339;01/01/2023;983106,60;9835,00;08/2018;Mercado;Dívida Interna
TDAD06B411;01/02/2019;1193177,60;12028,00;08/2018;Mercado;Dívida Interna
TDAD06D237;01/04/2020;1492657,02;14946,00;08/2018;Mercado;Dívida Interna
TDAD06D337;01/04/2021;1366220,45;13735,00;08/2018;Mercado;Dívida Interna
TDAD06E335;01/05/2019;491435,70;4949,00;08/2018;Mercado;Dívida Interna
TDAD06E337;01/05/2021;501614,81;5051,00;08/2018;Mercado;Dívida Interna
TDAD12D337;01/04/2027;305296,68;3068,00;08/2018;Mercado;Dívida Interna
TDAD12D339;01/04/2029;305327,36;3068,00;08/2018;Mercado;Dívida Interna
TDAD12D411;01/04/2025;18028,92;182,00;08/2018;Mercado;Dívida Interna
NTN-I 150821;15/08/2021;16131597,11;3532474,00;04/2018;Mercado;Dívida Interna
NTN-I 150920;15/09/2020;20280610,77;4136906,00;04/2018;Mercado;Dívida Interna
NTN-I 151019;15/10/2019;39720132,54;7555661,00;04/2018;Mercado;Dívida Interna
NTN-I 151118;15/11/2018;53317150,75;9468974,00;04/2018;Mercado;Dívida Interna
NTN-I 151135;15/11/2035;11579,12;8473,00;04/2018;Mercado;Dívida Interna
NTN-I 151218;15/12/2018;39489037,17;7056996,00;04/2018;Mercado;Dívida Interna
NTN-I 151221;15/12/2021;12837738,97;2884563,00;04/2018;Mercado;Dívida Interna
TDAD07I338;01/09/2023;113032,14;1131,00;04/2018;Mercado;Dívida Interna
TDAD07I340;01/09/2025;114654,12;1147,00;04/2018;Mercado;Dívida Interna
TDAD07K337;01/11/2022;947196,00;9510,00;04/2018;Mercado;Dívida Interna
TDAD07L235;01/12/2019;1836787,82;18401,00;04/2018;Mercado;Dívida Interna
TDAD07L237;01/12/2021;1855398,80;18580,00;04/2018;Mercado;Dívida Interna
TDAD07L334;01/12/2019;1174168,87;11809,00;04/2018;Mercado;Dívida Interna
TDAJ08EA18;01/05/2018;110157,60;1106,00;04/2018;Mercado;Dívida Interna
TDAJ08EC18;01/05/2018;312601,68;3078,00;04/2018;Mercado;Dívida Interna
